100_LitersPerDay_[Liters/h/15Minutes]	200LitersPerDay_[Liters/h/15Minutes]	300LitersPerDay_[Liters/h/15Minutes]
0	0	0
5.6	0	5.6
0	0	0
0	0	0
0	30.4	30.4
0	0	0
0	1.6	1.6
0	9.6	9.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
26.4	27.2	53.6
0	0	0
0	148	148
19.2	30.4	49.6
0	0	0
4	0	4
0	204	204
0	0	0
0	0	0
0	0	0
0	10.4	10.4
0	0	0
21.6	6.4	28
0	0	0
0	10.4	10.4
0	0	0
0	3.2	3.2
0	9.6	9.6
0	0	0
0	0	0
0	11.2	11.2
0	8.8	8.8
0	0	0
0	0	0
28.8	0	28.8
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7.2	7.2
4.8	0	4.8
0	6.4	6.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	19.2	19.2
0	0	0
0	26.4	26.4
0	5.6	5.6
0	0	0
0	0	0
2.4	4.8	7.2
0	0	0
0	4.8	4.8
0	0	0
0	0	0
0	0	0
1.6	40	41.6
0	0	0
0	0	0
0	0	0
0	0	0
19.2	0	19.2
3.2	4.8	8
0	0	0
0	0	0
1.6	0	1.6
0	0	0
0	0	0
2.4	4.8	7.2
0	0	0
0	4.8	4.8
0	0	0
0	0	0
136	23.2	159.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	0	8
0	0	0
31.2	2.4	33.6
0	0	0
0	0	0
28.8	2.4	31.2
0	0	0
0	4.8	4.8
16.8	0	16.8
7.2	0	7.2
0	16.8	16.8
9.6	2.4	12
0	0	0
0	0	0
8	25.6	33.6
180	0	180
0	5.6	5.6
0	4	4
19.2	4.8	24
26.4	0	26.4
0	0	0
2.4	0	2.4
0	144	144
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	10.4	10.4
0	7.2	7.2
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
36.8	0	36.8
0	0	0
0	3.2	3.2
0	2.4	2.4
0	21.6	21.6
0	7.2	7.2
3.2	9.6	12.8
0	13.6	13.6
0	0	0
0	0	0
0	4	4
0	6.4	6.4
0	6.4	6.4
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	27.2	27.2
0	0	0
0	0	0
0	0	0
0	0	0
0	164	164
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	0	0
0	76	76
0	21.6	21.6
0	0	0
0	148	148
25.6	0	25.6
6.4	29.6	36
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
36	0	36
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	10.4	10.4
36.8	0	36.8
0	0	0
0	0	0
14.4	0	14.4
0	12.8	12.8
19.2	0	19.2
0	0	0
0	0	0
24	0	24
24	107.2	131.2
0	9.6	9.6
0	9.6	9.6
0	0	0
216	0	216
0	2.4	2.4
0	0	0
0	0	0
0	26.4	26.4
0	33.6	33.6
20.8	0	20.8
0	12.8	12.8
112	7.2	119.2
28	20	48
5.6	5.6	11.2
0	0	0
0	0	0
1.6	0	1.6
24	690.4	714.4
0	0	0
0	0	0
9.6	0	9.6
0	4.8	4.8
0	4.8	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
29.6	0	29.6
0	0	0
21.6	0	21.6
0	0	0
6.4	29.6	36
0	0	0
0	0	0
6.4	0	6.4
0	0	0
5.6	6.4	12
0	0	0
9.6	9.6	19.2
0	0	0
1.6	16	17.6
0	0	0
0	9.6	9.6
1.6	0	1.6
0	0	0
0	160	160
0	5.6	5.6
0	0	0
0	9.6	9.6
0	0	0
0	0	0
0	0	0
0	0	0
0	11.2	11.2
26.4	0	26.4
0	0	0
4	28	32
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9.6	0	9.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
24.8	0	24.8
0	0	0
0	0	0
108	0	108
0	0	0
0	0	0
0	108	108
0	72	72
0	0	0
0	0	0
0	0	0
0	58.4	58.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
20.8	3.2	24
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
7.2	0	7.2
0	0	0
29.6	0	29.6
6.4	8	14.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	9.6	9.6
0	0	0
0	1.6	1.6
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21.6	21.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	11.2	11.2
0	0	0
0	0	0
24.8	0	24.8
25.6	0	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	32	32
0	0	0
0	27.2	27.2
0	6.4	6.4
0	0	0
0	0	0
0	0	0
0	23.2	23.2
4	0	4
8.8	0	8.8
0	0	0
0	0	0
0	10.4	10.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	26.4	26.4
0	0	0
0	0	0
0	29.6	29.6
0	0	0
23.2	0	23.2
29.6	0	29.6
0	0	0
5.6	35.2	40.8
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	215.2	215.2
18.4	6.4	24.8
0	8	8
28	0	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
28.8	0	28.8
0	0	0
0	0	0
8.8	4.8	13.6
152	0	152
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	172	172
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	164	164
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	13.6	13.6
26.4	0	26.4
0	0	0
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	0	0
0	0	0
27.2	0	27.2
3.2	0	3.2
0	2.4	2.4
0	0	0
35.2	10.4	45.6
0	28.8	28.8
0	10.4	10.4
0	0	0
0	212	212
0	0	0
0	0	0
0	0	0
4	26.4	30.4
0	0	0
10.4	0	10.4
0	0	0
3.2	0	3.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9.6	2.4	12
0	0	0
0	0	0
0	0	0
0	0	0
28	0	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	0	0
0	0	0
0	0	0
0	22.4	22.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
30.4	2.4	32.8
121.6	0	121.6
0	2.4	2.4
0	0	0
0	0	0
0	24.8	24.8
0	0	0
0	0	0
0	0	0
0	24	24
0	0	0
0	0	0
0	0	0
0	23.2	23.2
0	0	0
0	0	0
0	0	0
0	0	0
0	9.6	9.6
26.4	0	26.4
0	0	0
0	1.6	1.6
0	0	0
0	0	0
3.2	26.4	29.6
0	27.2	27.2
0	0	0
0	0	0
4.8	5.6	10.4
8.8	0	8.8
0	0	0
0	0	0
0	4.8	4.8
0	0	0
110.4	0	110.4
73.6	33.6	107.2
0	0	0
0	0	0
0	1.6	1.6
0	6.4	6.4
0	0	0
0	0	0
12.8	28	40.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
24.8	0	24.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11.2	11.2	22.4
0	2.4	2.4
23.2	0	23.2
6.4	40.8	47.2
72	0	72
108	0	108
0	0	0
0	24	24
0	217.6	217.6
0	54.4	54.4
0	0	0
0	0	0
0	0	0
0	0	0
6.4	20.8	27.2
0	0	0
0	0	0
0	0	0
0	32	32
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	0	0
0	0	0
0	26.4	26.4
6.4	0	6.4
0	0	0
25.6	0	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	28.8	28.8
0	0	0
0	8	8
0	12	12
0	0	0
0	0	0
0	0	0
7.2	0	7.2
0	0	0
6.4	24	30.4
0	0	0
0	0	0
0	0	0
24	19.2	43.2
0	0	0
0	0	0
0	0	0
0	0	0
0	2.4	2.4
57.6	0	57.6
86.4	0	86.4
0	2.4	2.4
0	0	0
10.4	0	10.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14.4	0	14.4
0	0	0
0	0	0
0	0	0
0	0	0
6.4	12.8	19.2
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	0	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2.4	33.6	36
7.2	0	7.2
0	24.8	24.8
0	0	0
0	0	0
0	0	0
0	18.4	18.4
20.8	0	20.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	0	0
0	26.4	26.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
31.2	0	31.2
0	0	0
0	0	0
8	0	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	12.8	12.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	0	8
0	0	0
0	0	0
0	18.4	18.4
0	0	0
0	0	0
0	3.2	3.2
0	0	0
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	3.2	3.2
0	0	0
0	0	0
25.6	0	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	1.6	1.6
2.4	0	2.4
0	0	0
8	0	8
0	7.2	7.2
0	0	0
43.2	0	43.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2.4	2.4
0	0	0
0	0	0
9.6	0	9.6
4.8	0	4.8
10.4	0	10.4
0	0	0
0	204	204
0	18.4	18.4
0	16.8	16.8
0	31.2	31.2
0	0	0
0	0	0
0	11.2	11.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	24.8	24.8
24	2.4	26.4
0	0	0
0	8	8
0	13.6	13.6
0	14.4	14.4
34.4	0	34.4
1.6	14.4	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	24	24
0	0	0
0	24	24
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21.6	21.6
0	0	0
0	0	0
24.8	24.8	49.6
0	0	0
0	0	0
0	39.2	39.2
18.4	0	18.4
5.6	4.8	10.4
28	0	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7.2	9.6	16.8
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25.6	0	25.6
0	1.6	1.6
0	124	124
0	0	0
0	0	0
0	4.8	4.8
0	212	212
0	0	0
8	0	8
0	10.4	10.4
0	0	0
9.6	0	9.6
0	0	0
0	0	0
9.6	0	9.6
8.8	0	8.8
29.6	0	29.6
12	0	12
0	0	0
0	0	0
0	0	0
0	0	0
0	3.2	3.2
9.6	25.6	35.2
0	103.2	103.2
0	48	48
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	28	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	19.2	19.2
0	0	0
31.2	0	31.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18.4	12.8	31.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
180	0	180
0	7.2	7.2
0	3.2	3.2
30.4	0	30.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21.6	21.6
0	0	0
0	0	0
0	0	0
0	0	0
0	8.8	8.8
0	9.6	9.6
0	0	0
0	0	0
0	0	0
204	0	204
0	0	0
19.2	0	19.2
0	0	0
6.4	0	6.4
0	0	0
0	0	0
6.4	0	6.4
0	14.4	14.4
0	0	0
5.6	0	5.6
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
28	0	28
0	0	0
30.4	0	30.4
0	0	0
0	0	0
0	0	0
0	4	4
0	24	24
0	2.4	2.4
0	0	0
10.4	26.4	36.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2.4	0	2.4
18.4	0	18.4
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14.4	0	14.4
1.6	0	1.6
6.4	52	58.4
0	0	0
0	0	0
28.8	0	28.8
1.6	0	1.6
0	33.6	33.6
0	0	0
0	0	0
0	0	0
0	0	0
29.6	0	29.6
0	0	0
0	16	16
17.6	0	17.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
0	36	36
0	144	144
19.2	0	19.2
0	0	0
0	0	0
0	24	24
11.2	0	11.2
0	0	0
3.2	0	3.2
0	136	136
0	12.8	12.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	4.8	4.8
0	6.4	6.4
0	0	0
0	0	0
0	0	0
0	528	528
0	5.6	5.6
0	4	4
7.2	0	7.2
0	0	0
10.4	0	10.4
0	12.8	12.8
36.8	0	36.8
0	0	0
26.4	0	26.4
0	0	0
32	0	32
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6.4	24.8	31.2
0	0	0
9.6	0	9.6
0	4.8	4.8
0	0	0
0	16	16
7.2	3.2	10.4
0	0	0
0	6.4	6.4
3.2	0	3.2
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	30.4	30.4
0	13.6	13.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6.4	0	6.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	20	20
0	0	0
2.4	0	2.4
0	0	0
0	16	16
0	0	0
0	0	0
0	0	0
0	4.8	4.8
4.8	0	4.8
4.8	0	4.8
0	0	0
35.2	0	35.2
0	36	36
0	0	0
0	5.6	5.6
7.2	0	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	6.4	6.4
1.6	0	1.6
40	0	40
0	0	0
9.6	0	9.6
0	0	0
1.6	0	1.6
0	0	0
0	0	0
12	0	12
0	0	0
0	3.2	3.2
0	0	0
38.4	3.2	41.6
0	0	0
3.2	0	3.2
0	21.6	21.6
4.8	0	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6.4	0	6.4
0	3.2	3.2
2.4	35.2	37.6
0	0	0
0	0	0
0	27.2	27.2
32	0	32
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
27.2	0	27.2
0	0	0
14.4	0	14.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
44	8	52
24.8	0	24.8
24.8	0	24.8
0	0	0
8	0	8
0	0	0
0	152	152
0	0	0
0	0	0
16.8	0	16.8
16.8	7.2	24
0	0	0
0	0	0
27.2	0	27.2
0	27.2	27.2
0	0	0
0	9.6	9.6
0	0	0
0	0	0
0	0	0
0	0	0
28.8	0	28.8
115.2	0	115.2
0	0	0
0	0	0
0	0	0
0	0	0
0	12.8	12.8
0	0	0
0	0	0
0	0	0
0	8	8
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.8	0	4.8
212	0	212
0	0	0
0	3.2	3.2
0	0	0
0	0	0
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	29.6	29.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8.8	8.8
0	0	0
20.8	0	20.8
0	0	0
0	0	0
0	0	0
0	26.4	26.4
2.4	25.6	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
38.4	0	38.4
0	0	0
20	0	20
0	0	0
0	0	0
0	0	0
28.8	0	28.8
0	0	0
0	0	0
0	0	0
0	0	0
8.8	0	8.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	0	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4.8	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	8.8	8.8
0	1.6	1.6
1.6	0	1.6
0	0	0
0	0	0
1.6	0	1.6
0	12	12
6.4	0	6.4
0	0	0
0	21.6	21.6
20	0	20
0	0	0
0	0	0
16	0	16
0	0	0
0	3.2	3.2
0	0	0
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	9.6	9.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1.6	1.6
0	208	208
0	148	148
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	36	36
0	24.8	24.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5.6	0	5.6
0	0	0
26.4	0	26.4
0	10.4	10.4
0	0	0
0	0	0
0	374.4	374.4
0	92.8	92.8
0	0	0
0	0	0
0	0	0
0	0	0
32	0	32
6.4	0	6.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
24.8	0	24.8
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
0	0	0
0	0	0
1.6	4	5.6
0	21.6	21.6
0	0	0
0	0	0
0	1.6	1.6
0	6.4	6.4
8.8	0	8.8
0	0	0
50.4	0	50.4
0	0	0
0	0	0
0	0	0
35.2	0	35.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
20.8	0	20.8
0	16	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	28.8	28.8
0	32	32
0	0	0
5.6	0	5.6
30.4	23.2	53.6
8.8	0	8.8
0	0	0
0	0	0
0	0	0
0	0	0
0	20.8	20.8
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
30.4	15.2	45.6
0	0	0
0	13.6	13.6
24.8	0	24.8
0	8	8
0	0	0
0	10.4	10.4
0	0	0
1.6	0	1.6
0	29.6	29.6
0	0	0
0	0	0
0	0	0
34.4	0	34.4
0	0	0
2.4	8	10.4
15.2	0	15.2
0	4.8	4.8
0	0	0
0	37.6	37.6
0	3.2	3.2
0	4.8	4.8
23.2	0	23.2
20.8	28.8	49.6
0	4.8	4.8
0	0	0
23.2	5.6	28.8
3.2	0	3.2
0	0	0
3.2	88	91.2
0	0	0
0	0	0
0	592.8	592.8
0	0	0
8.8	0	8.8
0	4.8	4.8
0	0	0
22.4	0	22.4
0	2.4	2.4
0	0	0
4.8	0	4.8
0	0	0
0	32.8	32.8
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
31.2	0	31.2
1.6	24.8	26.4
0	28.8	28.8
13.6	0	13.6
0	0	0
0	0	0
0	1.6	1.6
15.2	14.4	29.6
229.6	4	233.6
46.4	26.4	72.8
0	0	0
0	0	0
0	12.8	12.8
0	0	0
0	0	0
0	30.4	30.4
0	0	0
0	8	8
0	0	0
0	4	4
0	0	0
0	0	0
0	4	4
0	32	32
0	0	0
6.4	0	6.4
0	0	0
0	0	0
0	0	0
0	13.6	13.6
0	8.8	8.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	10.4	10.4
0	0	0
0	0	0
24.8	0	24.8
13.6	0	13.6
0	0	0
25.6	0	25.6
7.2	7.2	14.4
0	0	0
0	0	0
0	4	4
0	15.2	15.2
0	0	0
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	0	0
0	10.4	10.4
0	0	0
0	0	0
11.2	29.6	40.8
0	0	0
1.6	0	1.6
0	0	0
0	6.4	6.4
0	0	0
6.4	0	6.4
0	14.4	14.4
0	0	0
0	0	0
9.6	32	41.6
0	0	0
0	0	0
31.2	1.6	32.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	14.4	14.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
36	0	36
0	9.6	9.6
0	0	0
0	0	0
0	144	144
3.2	0	3.2
6.4	0	6.4
0	0	0
0	3.2	3.2
0	16.8	16.8
16.8	0	16.8
0	8.8	8.8
0	0	0
0	0	0
0	28	28
0	0	0
0	4	4
0	5.6	5.6
0	0	0
0	0	0
0	5.6	5.6
0	0	0
15.2	0	15.2
0	0	0
0	0	0
0	40	40
0	8.8	8.8
0	0	0
0	8.8	8.8
0	4	4
20.8	0	20.8
4.8	0	4.8
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	10.4	10.4
0	0	0
0	0	0
0	8.8	8.8
10.4	0	10.4
0	0	0
0	15.2	15.2
0	0	0
0	0	0
0	7.2	7.2
0	23.2	23.2
0	0	0
0	25.6	25.6
57.6	0	57.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
30.4	31.2	61.6
0	0	0
0	0	0
48.8	6.4	55.2
0	0	0
0	0	0
0	0	0
0	13.6	13.6
0	0	0
0	0	0
0	0	0
0	41.6	41.6
0	0	0
0	15.2	15.2
2.4	0	2.4
0	0	0
0	0	0
0	0	0
12	0	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
23.2	19.2	42.4
0	0	0
0	0	0
0	0	0
32	0	32
0	164	164
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2.4	8.8	11.2
0	0	0
0	0	0
0	33.6	33.6
0	0	0
22.4	20.8	43.2
0	0	0
7.2	0	7.2
4.8	4.8	9.6
0	22.4	22.4
0	180.8	180.8
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	0	0
14.4	124.8	139.2
0	38.4	38.4
5.6	0	5.6
3.2	0	3.2
0	7.2	7.2
0	3.2	3.2
10.4	0	10.4
0	13.6	13.6
0	0	0
